Mr. Deeds,Comedy|Romance,5760,147
Super 8,Mystery|Sci-Fi|Thriller,6720,135
Erin Brockovich,Biography|Drama,7860,147
How to Lose a Guy in 10 Days,Comedy|Romance,6960,174
22 Jump Street,Action|Comedy|Crime,6720,174
Interview with the Vampire: The Vampire Chronicles,Drama|Fantasy|Horror,7380,153
Yes Man,Comedy|Romance,6240,152
Central Intelligence,Action|Comedy|Crime,6420,158
Stepmom,Comedy|Drama,7440,153
Daddy's Home,Comedy|Family,5760,204
Into the Woods,Adventure|Comedy|Drama|Fantasy|Musical,7500,162
Inside Man,Crime|Drama|Mystery|Thriller,7740,140
Payback,Action|Crime|Drama|Thriller,5400,141
Congo,Action|Adventure|Mystery|Sci-Fi,6540,172
We Bought a Zoo,Comedy|Drama|Family,7440,149
Knowing,Drama|Mystery|Sci-Fi|Thriller,7260,151
Failure to Launch,Comedy|Romance,5700,168
The Ring Two,Horror|Mystery,7680,149
"Crazy, Stupid, Love.",Comedy|Drama|Romance,7080,178
Garfield,Animation|Comedy|Family|Fantasy,4800,115
Christmas with the Kranks,Comedy|Family,5940,114
Moneyball,Biography|Drama|Sport,7980,151
Outbreak,Action|Drama|Thriller,7620,123
Non-Stop,Action|Mystery|Thriller,6360,143
Race to Witch Mountain,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,5880,146
V for Vendetta,Action|Drama|Thriller,7920,182
Shanghai Knights,Action|Adventure|Comedy,6840,141
Unforgotten,Crime|Drama,2700,61
Curious George,Adventure|Animation|Comedy|Family,4680,126
Herbie Fully Loaded,Adventure|Comedy|Family|Fantasy|Romance|Sport,6060,129
Don't Say a Word,Crime|Drama|Mystery|Thriller,6780,181
Hansel & Gretel: Witch Hunters,Action|Fantasy|Horror,5880,138
Unfaithful,Drama|Thriller,7440,139
I Am Number Four,Action|Adventure|Sci-Fi|Thriller,6540,151
Syriana,Drama|Thriller,7680,133
13 Hours,Action|Drama|Thriller|War,8640,186
The Book of Life,Adventure|Animation|Comedy|Family|Fantasy|Romance,5700,150
Firewall,Crime|Thriller,6300,131
Absolute Power,Action|Crime|Drama|Thriller,7260,86
G.I. Jane,Action|Drama|War,7500,130
The Game,Drama|Mystery|Thriller,7740,146
Silent Hill,Adventure|Horror|Mystery,7920,146
The Replacements,Comedy|Sport,7080,145
American Reunion,Comedy,6780,116
The Negotiator,Action|Crime|Drama|Mystery|Thriller,8400,144
Into the Storm,Action|Thriller,5340,150
Beverly Hills Cop III,Action|Comedy|Crime|Thriller,6240,142
Gremlins 2: The New Batch,Comedy|Fantasy|Horror,6360,87
The Judge,Crime|Drama,8460,144
The Peacemaker,Action|Thriller,7440,151
Resident Evil: Apocalypse,Action|Horror|Sci-Fi|Thriller,5880,152
Bridget Jones: The Edge of Reason,Comedy|Drama|Romance,6480,148
Out of Time,Crime|Drama|Romance|Thriller,6840,107
On Deadly Ground,Action|Adventure|Thriller,6060,121
The Adventures of Sharkboy and Lavagirl 3-D,Action|Adventure|Family|Fantasy,5580,135
The Beach,Adventure|Drama|Thriller,7140,163
Raising Helen,Comedy|Drama|Romance,7140,145
Ninja Assassin,Action|Crime|Thriller,5940,123
For Love of the Game,Drama|Romance|Sport,8220,94
A Touch of Frost,Crime|Drama|Mystery,6300,34
Striptease,Comedy|Crime|Drama|Thriller,7020,113
Marmaduke,Comedy|Family,5220,138
Hereafter,Drama|Fantasy,7740,174
Murder by Numbers,Crime|Mystery|Thriller,6900,118
Assassins,Action|Crime|Thriller,7920,87
Hannibal Rising,Crime|Drama|Thriller,7860,149
The Story of Us,Comedy|Drama|Romance,5700,200
The Host,Action|Adventure|Romance|Sci-Fi|Thriller,7500,138
Basic,Action|Crime|Drama|Mystery|Thriller,5880,108
Blood Work,Action|Crime|Drama|Mystery|Thriller,6600,100
The International,Action|Crime|Drama|Mystery|Thriller,7080,91
Escape from L.A.,Action|Adventure|Sci-Fi|Thriller,6060,111
Twisted,Drama|Mystery|Thriller,3600,100
The Iron Giant,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,5400,151
The Life Aquatic with Steve Zissou,Adventure|Comedy|Drama,7140,176
Free State of Jones,Action|Biography|Drama|History|War,8340,167
The Life of David Gale,Crime|Drama|Thriller,7800,144
Man of the House,Action|Comedy,6000,167
Run All Night,Action|Crime|Drama|Thriller,6840,152
Eastern Promises,Crime|Mystery|Thriller,5760,143
Into the Blue,Action|Adventure|Crime|Thriller,6600,133
The Messenger: The Story of Joan of Arc,Adventure|Biography|Drama|History|War,9480,144
Your Highness,Adventure|Comedy|Fantasy,6120,151
Dream House,Drama|Mystery|Thriller,5040,153
Mad City,Crime|Drama|Thriller,6900,144
Baby's Day Out,Adventure|Comedy|Crime|Drama|Family,5940,159
The Scarlet Letter,Drama|Romance,8100,168
Fair Game,Biography|Drama|Thriller,6480,129
Defiance,Action|Drama|Sci-Fi,2580,123
Domino,Action|Biography|Crime|Drama|Thriller,7620,152
Jade,Crime|Drama|Thriller,6420,169
Gamer,Action|Sci-Fi|Thriller,5700,151
Beautiful Creatures,Drama|Fantasy|Romance,7440,153
Death to Smoochy,Comedy|Crime|Drama|Thriller,6540,111
Zoolander 2,Comedy,6120,155
The Big Bounce,Comedy|Crime,5280,130
What Planet Are You From?,Comedy|Sci-Fi,5220,138
Drive Angry,Action|Fantasy|Thriller,6240,152
Street Fighter: The Legend of Chun-Li,Action|Crime|Drama|Mystery|Thriller,5760,75
The One,Action|Sci-Fi|Thriller,5100,138
Outlander,Drama|Romance|Sci-Fi,3840,101
The Adventures of Ford Fairlane,Action|Adventure|Comedy|Crime|Music|Mystery,6240,157
Pirate Radio,Comedy|Drama|Music,8100,139
Traffic,Crime|Drama|Thriller,11400,147
Indiana Jones and the Last Crusade,Action|Adventure|Fantasy,7620,137
Anna Karenina,Drama|Romance,7740,151
Chappie,Action|Crime|Drama|Sci-Fi|Thriller,7200,154
The Bone Collector,Crime|Drama|Mystery|Thriller,7080,122
Panic Room,Crime|Drama|Thriller,6720,147
The Tooth Fairy,Horror|Thriller,5340,153
Three Kings,Action|Adventure|Comedy|Drama|War,6840,142
Child 44,Crime|Drama|Thriller,8220,137
Rat Race,Adventure|Comedy,6720,148
K-PAX,Drama|Mystery|Sci-Fi,7200,175
Kate & Leopold,Comedy|Fantasy|Romance,7380,172
Bedazzled,Comedy|Fantasy|Romance,5580,143
The Cotton Club,Crime|Drama|Music,7380,210
3:10 to Yuma,Adventure|Crime|Drama|Western,7320,142
Taken 3,Action|Thriller,6900,153
Out of Sight,Crime|Drama|Romance|Thriller,7380,146
The Cable Guy,Comedy|Drama|Thriller,5760,148
Earth,Drama|Romance|War,6600,131
Dick Tracy,Action|Comedy|Crime|Music|Romance|Thriller,6300,107
The Thomas Crown Affair,Crime|Romance|Thriller,6780,135
Riding in Cars with Boys,Biography|Comedy|Drama,7920,146
First Blood,Action|Adventure|Drama,5580,144
Solaris,Drama|Mystery|Sci-Fi,6900,80
Happily N'Ever After,Adventure|Animation|Comedy|Family|Fantasy,4500,123
Mary Reilly,Drama|Horror|Romance|Thriller,6480,135
My Best Friend's Wedding,Comedy|Romance,6300,155
America's Sweethearts,Comedy|Romance,6120,147
Insomnia,Drama|Mystery|Thriller,7080,148
Star Trek: First Contact,Action|Adventure|Drama|Sci-Fi|Thriller,6660,140
Jonah Hex,Action|Drama|Fantasy|Thriller|Western,4860,151
Courage Under Fire,Action|Drama|Mystery|Thriller|War,6960,151
Liar Liar,Comedy|Fantasy|Romance,5160,135
The Infiltrator,Biography|Crime|Drama|Thriller,7620,125
Inchon,Drama|History|War,8400,91
The Flintstones,Comedy|Family|Fantasy,5460,104
Taken 2,Action|Crime|Thriller,5880,143
Scary Movie 3,Comedy,5040,149
Miss Congeniality,Action|Comedy|Crime|Romance,6540,150
Journey to the Center of the Earth,Action|Adventure|Family|Fantasy|Sci-Fi,5580,150
The Princess Diaries 2: Royal Engagement,Comedy|Family|Romance,6780,152
The Pelican Brief,Crime|Drama|Mystery|Thriller,8460,89
The Client,Crime|Drama|Mystery|Thriller,7140,116
The Bucket List,Adventure|Comedy|Drama,5820,173
Patriot Games,Action|Thriller,7020,148
Monster-in-Law,Comedy|Romance,6060,153
Prisoners,Crime|Drama|Mystery|Thriller,9180,151
Training Day,Crime|Drama|Thriller,7320,139
Galaxy Quest,Adventure|Comedy|Sci-Fi,6120,114
Scary Movie 2,Comedy,4980,144
The Muppets,Adventure|Comedy|Family|Musical,6180,140
Blade,Action|Horror,6600,157
Coach Carter,Drama|Sport,8160,147
Changing Lanes,Drama|Thriller,5460,172
Anaconda,Action|Adventure|Horror|Thriller,5340,141
Coyote Ugly,Comedy|Drama|Music|Romance,6420,136
Love Actually,Comedy|Drama|Romance,7740,151
A Bug's Life,Adventure|Animation|Comedy|Family|Fantasy,5700,156
From Hell,Horror|Mystery|Thriller,7320,170
The Specialist,Action|Crime|Drama|Romance|Thriller,6600,124
Tin Cup,Comedy|Drama|Romance|Sport,8100,118
"Yours, Mine and Ours",Comedy|Family,6660,176
Kicking & Screaming,Comedy|Family|Romance|Sport,5700,149
The Hitchhiker's Guide to the Galaxy,Adventure|Comedy|Sci-Fi,6540,161
Fat Albert,Comedy|Family|Fantasy|Romance,5580,92
Resident Evil: Extinction,Action|Horror|Sci-Fi|Thriller,5640,154
Blended,Comedy|Romance,7020,145
Last Holiday,Adventure|Comedy|Drama,6720,149
The River Wild,Action|Adventure|Crime|Thriller,6660,98
The Indian in the Cupboard,Drama|Family|Fantasy,5760,122
Savages,Crime|Drama|Thriller,8460,152
Cellular,Action|Crime|Thriller,5640,137
Johnny English,Action|Adventure|Comedy,5220,151
The Ant Bully,Adventure|Animation|Comedy|Family|Fantasy,5280,144
Dune,Action|Adventure|Sci-Fi,10620,184
Across the Universe,Drama|Fantasy|Musical|Romance,7980,147
Revolutionary Road,Drama|Romance,7140,130
16 Blocks,Action|Crime|Drama|Thriller,6120,141
Babylon A.D.,Action|Adventure|Sci-Fi|Thriller,6060,136
The Glimmer Man,Action|Comedy|Crime|Drama|Thriller,5460,106
Multiplicity,Comedy|Romance|Sci-Fi,7020,147
Aliens in the Attic,Adventure|Comedy|Family|Fantasy|Sci-Fi,5160,129
The Pledge,Crime|Drama|Mystery|Thriller,7440,141
The Producers,Comedy|Musical,8040,218
Dredd,Action|Sci-Fi,5700,151
The Phantom,Action|Adventure|Comedy|Fantasy,6000,84
All the Pretty Horses,Drama|Romance|Western,13200,154
Nixon,Biography|Drama|History,12720,148
The Ghost Writer,Mystery|Thriller,7680,131
Deep Rising,Action|Adventure|Horror|Sci-Fi,6360,119
Miracle at St. Anna,Action|Crime|Drama|Thriller|War,9600,146
Curse of the Golden Flower,Drama|Romance,6840,82
Bangkok Dangerous,Action|Crime|Thriller,5940,129
Big Trouble,Comedy|Crime|Thriller,4440,77
Love in the Time of Cholera,Drama|Romance,8340,109
The Returned,Drama|Fantasy|Horror|Mystery,3120,106
Shadow Conspiracy,Action|Thriller,6180,101
Johnny English Reborn,Action|Adventure|Comedy|Crime,6060,149
Foodfight!,Action|Animation|Comedy|Family|Fantasy,5460,102
Argo,Biography|Drama|History|Thriller,7800,151
The Fugitive,Action|Adventure|Crime|Drama|Mystery|Thriller,7800,118
The Bounty Hunter,Action|Comedy|Romance,6600,154
Sleepers,Crime|Drama|Thriller,8820,125
Rambo: First Blood Part II,Action|Adventure|Thriller|War,5760,147
The Juror,Drama|Thriller,7080,129
Pinocchio,Animation|Family|Fantasy|Musical,5280,87
Heaven's Gate,Adventure|Drama|Western,19500,148
Underworld: Evolution,Action|Adventure|Fantasy|Sci-Fi|Thriller,6120,157
Victor Frankenstein,Drama|Horror|Sci-Fi|Thriller,6600,138
Finding Forrester,Drama,8160,154
28 Days,Comedy|Drama,6180,153
Unleashed,Action|Crime|Drama|Thriller,6180,169
The Sweetest Thing,Comedy|Romance,5400,152
The Firm,Drama|Mystery|Thriller,9240,157
Charlie St. Cloud,Drama|Fantasy|Romance,5940,151
The Mechanic,Action|Crime|Thriller,5580,136
21 Jump Street,Action|Comedy|Crime,6540,196
Notting Hill,Comedy|Drama|Romance,7440,157
Chicken Run,Adventure|Animation|Comedy|Drama|Family,5040,147
Along Came Polly,Comedy|Romance,5400,154
Boomerang,Comedy|Drama|Romance,7020,122
The Heat,Action|Comedy|Crime,7380,130
Cleopatra,Biography|Drama|History|Romance,15060,62
Here Comes the Boom,Action|Comedy|Sport,6300,153
High Crimes,Crime|Drama|Mystery|Thriller,6900,151
The Mirror Has Two Faces,Comedy|Drama|Romance,7320,151
The Mothman Prophecies,Drama|Horror|Mystery|Thriller,7140,158
Brüno,Comedy,4860,161
Licence to Kill,Action|Adventure|Thriller,7980,114
Red Riding Hood,Fantasy|Horror|Mystery|Thriller,6000,83
15 Minutes,Action|Crime|Drama|Thriller,7200,141
Super Mario Bros.,Adventure|Comedy|Family|Fantasy|Sci-Fi,6240,120
Lord of War,Crime|Drama|Thriller,7320,134
Hero,Action|Adventure|History,4800,189
One for the Money,Action|Comedy|Crime|Romance|Thriller,5460,151
The Interview,Comedy,6720,151
The Warrior's Way,Action|Fantasy|Western,6000,141
McHale's Navy,Comedy|War,1800,89
Micmacs,Action|Comedy|Crime,6300,132
8 Mile,Drama|Music,6600,173
Animal Kingdom: Let's go Ape,Adventure|Animation|Comedy|Family,6060,111
A Knight's Tale,Action|Adventure|Romance,8640,151
The Medallion,Action|Comedy|Fantasy,6480,98
The Sixth Sense,Drama|Mystery|Thriller,6420,140
Man on a Ledge,Action|Crime|Thriller,6120,147
The Big Year,Comedy,6000,133
The Karate Kid,Action|Drama|Family|Sport,7560,160
American Hustle,Crime|Drama,8280,141
The Proposal,Comedy|Drama|Romance,6480,147
Double Jeopardy,Crime|Mystery|Thriller,6300,181
Back to the Future Part II,Adventure|Comedy|Sci-Fi,6480,142
Lucy,Action|Sci-Fi|Thriller,5340,152
Fifty Shades of Grey,Drama|Romance,7740,146
Spy Kids 3-D: Game Over,Action|Adventure|Comedy|Family|Sci-Fi,5040,123
A Time to Kill,Crime|Drama|Thriller,8940,151
Cheaper by the Dozen,Comedy|Family,5640,150
Lone Survivor,Action|Biography|Drama|Thriller|War,7260,151
A League of Their Own,Comedy|Drama|Sport,7680,160
The Conjuring 2,Horror|Mystery|Thriller,8040,157
The Social Network,Biography|Drama,7200,151
He's Just Not That Into You,Comedy|Drama|Romance,7740,114
Scary Movie 4,Comedy,5340,131
Scream 3,Horror|Mystery,6960,145
Back to the Future Part III,Adventure|Comedy|Sci-Fi|Western,7080,137
Get Hard,Comedy|Crime,6420,145
Bram Stoker's Dracula,Fantasy|Horror|Romance,9300,154
Julie & Julia,Biography|Drama|Romance,7380,154
42,Biography|Drama|Sport,7680,154
The Talented Mr. Ripley,Crime|Drama|Thriller,8340,132
Dumb and Dumber To,Comedy,6540,161
Eight Below,Adventure|Drama|Family,7200,164
The Intern,Comedy|Drama,7260,153
Ride Along 2,Action|Comedy,6120,154
The Last of the Mohicans,Action|Adventure|Drama|Romance|War,7020,113
Ray,Biography|Drama|Music,10680,169
Sin City,Crime|Thriller,8820,128
Vantage Point,Crime|Drama|Mystery|Thriller,5400,153
"I Love You, Man",Comedy|Romance,6300,147
Shallow Hal,Comedy|Drama|Fantasy|Romance,6840,155
JFK,Drama|History|Thriller,12360,145
Big Momma's House 2,Comedy|Crime,5940,97
The Mexican,Adventure|Comedy|Crime|Romance,7380,92
Unbroken,Biography|Drama|Sport|War,8220,154
17 Again,Comedy|Drama|Family|Fantasy|Romance,6120,144
The Other Woman,Comedy|Romance,6540,145
The Final Destination,Horror,4920,123
Bridge of Spies,Drama|History|Thriller,8520,153
Behind Enemy Lines,Action|Drama|Thriller|War,6360,158
Get Him to the Greek,Comedy|Music,6840,150
Shall We Dance,Comedy|Drama|Romance,6360,136
Small Soldiers,Action|Adventure|Comedy|Family|Sci-Fi,6480,134
Spawn,Action|Horror,5880,102
The Count of Monte Cristo,Action|Adventure|Drama|Romance|Thriller,7860,123
The Lincoln Lawyer,Crime|Drama|Thriller,7080,152
Unknown,Action|Mystery|Thriller,6780,153
The Prestige,Drama|Mystery|Sci-Fi|Thriller,7800,147
Horrible Bosses 2,Comedy|Crime,6960,167
Escape from Planet Earth,Adventure|Animation|Comedy|Family|Sci-Fi,5340,150
Apocalypto,Action|Adventure|Drama|Thriller,8340,150
The Living Daylights,Action|Adventure|Thriller,7800,90
Predators,Action|Adventure|Sci-Fi|Thriller,6420,123
Legal Eagles,Comedy|Crime|Romance,6960,82
Secret Window,Mystery|Thriller,5760,134
The Lake House,Drama|Fantasy|Romance,5940,146
The Skeleton Key,Horror|Mystery|Thriller,6240,138
The Odd Life of Timothy Green,Comedy|Drama|Family|Fantasy,6300,152
Made of Honor,Comedy|Romance,6060,146
Jersey Boys,Biography|Drama|Music|Musical,8040,140
The Rainmaker,Crime|Drama|Thriller,8100,121
Gothika,Horror|Mystery|Thriller,5880,130
Amistad,Drama|History,9300,157
Medicine Man,Adventure|Drama|Romance,6360,103
Aliens vs. Predator: Requiem,Action|Horror|Sci-Fi|Thriller,6120,128
Ri¢hie Ri¢h,Comedy|Family,5700,117
Autumn in New York,Drama|Romance,6180,96
Music and Lyrics,Comedy|Music|Romance,5700,141
Paul,Adventure|Comedy|Sci-Fi,6540,145
The Guilt Trip,Comedy|Drama,5700,151
Scream 4,Horror|Mystery,6660,152
8MM,Mystery|Thriller,7380,102
The Doors,Biography|Drama|Music|Musical,8400,159
Sex Tape,Comedy,5640,147
Hanging Up,Comedy|Drama,5640,170
Final Destination 5,Horror,5520,151
Mickey Blue Eyes,Comedy|Crime|Romance,6120,123
Pay It Forward,Drama,7380,141
Fever Pitch,Comedy|Drama|Romance|Sport,6240,139
Arthur,Animation|Comedy|Family,1800,180
Drillbit Taylor,Comedy|Drama,6120,153
A Million Ways to Die in the West,Comedy|Western,8160,174
The Shadow,Action|Adventure|Crime|Fantasy|Mystery|Thriller,5580,123
Extremely Loud & Incredibly Close,Adventure|Drama|Mystery,7740,153
Morning Glory,Comedy|Drama|Romance,6420,149
Get Rich or Die Tryin',Biography|Crime|Drama|Music,7020,186
The Art of War,Action|Adventure|Crime|Thriller,6960,122
Rent,Drama|Musical|Romance,8100,153
Bless the Child,Crime|Drama|Horror|Thriller,6420,138
The Out-of-Towners,Comedy,5400,152
The Island of Dr. Moreau,Horror|Sci-Fi|Thriller,5940,114
The Musketeer,Action|Adventure|Romance,6240,121
The Other Boleyn Girl,Biography|Drama|History|Romance,6900,152
Sweet November,Drama|Romance,7140,131
The Reaping,Horror|Thriller,5940,148
Mean Streets,Crime|Drama|Romance|Thriller,6720,179
Renaissance Man,Comedy|Drama,7680,121
Colombiana,Action|Crime|Drama|Thriller,6720,148
The Magic Sword: Quest for Camelot,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,5160,147
City by the Sea,Crime|Drama|Mystery|Thriller,6480,122
At First Sight,Drama|Romance,7680,156
Torque,Action|Comedy|Crime,5040,151
City Hall,Drama|Thriller,6660,125
Showgirls,Drama,7860,124
Marie Antoinette,Biography|Drama|History|Romance,7380,153
Kiss of Death,Action|Crime|Thriller,6060,166
Get Carter,Action|Crime|Drama|Thriller,6120,149
The Impossible,Drama|Thriller,6840,152
Ishtar,Action|Adventure|Comedy|Music|Thriller,6420,171
Fantastic Mr. Fox,Adventure|Animation|Comedy|Crime|Family,5220,152
Life or Something Like It,Comedy|Romance,6180,151
Memoirs of an Invisible Man,Comedy|Romance|Sci-Fi|Thriller,5940,130
Amélie,Comedy|Romance,7320,63
New York Minute,Comedy|Crime|Family|Romance,5460,126
Alfie,Comedy|Drama|Romance,6180,171
Big Miracle,Biography|Drama|Romance,6420,150
The Deep End of the Ocean,Drama,6360,125
Feardotcom,Crime|Horror|Thriller,6060,137
Cirque du Freak: The Vampire's Assistant,Action|Adventure|Fantasy|Thriller,6540,150
Victor Frankenstein,Drama|Horror|Sci-Fi|Thriller,6600,138
Duplex,Comedy,5340,156
Soul Men,Comedy|Drama|Music,6000,151
Raise the Titanic,Action|Adventure|Drama|Thriller,7140,183
Universal Soldier: The Return,Action|Sci-Fi,4980,101
Pandorum,Action|Horror|Mystery|Sci-Fi|Thriller,6480,140
Impostor,Drama|Mystery|Sci-Fi|Thriller,6120,130
Extreme Ops,Action|Adventure|Thriller,5580,132
Just Visiting,Comedy|Fantasy|Sci-Fi,5040,110
Sunshine,Adventure|Sci-Fi|Thriller,6420,147
A Thousand Words,Comedy|Drama,5460,102
Delgo,Adventure|Animation|Comedy|Fantasy|Romance,5640,111
The Gunman,Action|Crime|Drama|Mystery|Thriller,6900,138
Alex Rider: Operation Stormbreaker,Action|Adventure|Family|Thriller,5580,147
Disturbia,Drama|Mystery|Thriller,6300,146
Hackers,Comedy|Crime|Drama|Thriller,6420,166
The Hunting Party,Adventure|Comedy|Drama|Romance|Thriller|War,6060,164
The Hudsucker Proxy,Comedy|Fantasy,6660,120
The Warlords,Action|Drama|History|Romance|War,6780,130
Nomad: The Warrior,Drama|History|War,6720,96
Snowpiercer,Action|Drama|Sci-Fi|Thriller,7560,130
A Monster in Paris,Adventure|Animation|Comedy|Fantasy|Music|Romance,5400,122
The Last Shot,Comedy,5580,173
The Crow,Action|Drama|Fantasy,5880,86
Baahubali: The Beginning,Action|Adventure|Drama|Fantasy|War,9540,151
The Time Traveler's Wife,Drama|Fantasy|Romance|Sci-Fi,6420,143
Because I Said So,Comedy|Romance,6120,148
The Fast and the Furious,Action|Crime|Thriller,6360,131
Frankenweenie,Animation|Comedy|Family|Horror|Sci-Fi,5220,152
Serenity,Action|Adventure|Sci-Fi|Thriller,7140,169
Against the Ropes,Biography|Drama|Romance|Sport,6600,179
Superman III,Action|Comedy|Sci-Fi,7500,194
Grudge Match,Comedy|Sport,6780,152
Red Cliff,Action|Adventure|Drama|History|War,9000,134
Sweet Home Alabama,Comedy|Romance,6480,149
The Ugly Truth,Comedy|Romance,5760,132
Sgt. Bilko,Comedy,5580,120
Spy Kids 2: Island of Lost Dreams,Action|Adventure|Comedy|Family|Sci-Fi,6000,119
Star Trek: Generations,Action|Adventure|Mystery|Sci-Fi|Thriller,7080,138
The Grandmaster,Action|Biography|Drama,7320,125
Water for Elephants,Drama|Romance,7200,123
3rd Rock from the Sun,Comedy|Family|Sci-Fi,3600,63
Dragon Nest: Warriors' Dawn,Adventure|Animation|Family|Fantasy,5280,98
The Hurricane,Biography|Drama|Sport,8760,156
Enough,Crime|Drama|Thriller,6900,121
Heartbreakers,Comedy|Crime|Romance,7380,122
Paul Blart: Mall Cop 2,Action|Comedy|Crime,5640,161
Angel Eyes,Drama|Romance,6120,141
Joe Somebody,Comedy|Drama,5880,31
The Ninth Gate,Mystery|Thriller,7980,82
Extreme Measures,Crime|Drama|Mystery|Thriller,7080,114
Rock Star,Drama|Music,6300,142
Precious,Drama,6540,175
White Squall,Adventure|Drama,7740,114
The Thing,Horror|Mystery|Sci-Fi,6540,151
Riddick,Action|Sci-Fi|Thriller,7620,151
Switchback,Crime|Mystery|Thriller,7080,112
Texas Rangers,Action|Adventure|Drama|Thriller|Western,6600,70
City of Ember,Adventure|Family|Fantasy|Sci-Fi,5400,124
The Master,Drama,8640,158
Virgin Territory,Adventure|Comedy|History|Romance,5820,110
The Express,Biography|Drama|Sport,7800,151
The 5th Wave,Action|Adventure|Sci-Fi|Thriller,6720,160
Creed,Drama|Sport,7980,164
The Town,Crime|Drama|Thriller,9000,180
What to Expect When You're Expecting,Comedy|Drama|Romance,6600,111
Burn After Reading,Comedy|Drama,5760,131
Nim's Island,Adventure|Comedy|Family|Fantasy,5760,151
Rush,Action|Biography|Drama|Sport,7380,155
Magnolia,Drama,11280,166
Cop Out,Action|Comedy|Crime,6420,165
How to Be Single,Comedy|Romance,6600,150
Dolphin Tale,Drama|Family,6780,153
Twilight,Drama|Fantasy|Romance,7320,144
John Q,Crime|Drama|Thriller,6960,135
Blue Streak,Action|Comedy|Crime|Thriller,5580,142
We're the Millers,Comedy|Crime,7080,160
Obitaemyy ostrov,Action|Adventure|Sci-Fi,6900,153
Breakdown,Action|Crime|Drama|Mystery|Thriller,5580,133
Never Say Never Again,Action|Adventure|Thriller,7260,87
Hot Tub Time Machine,Comedy|Sci-Fi,6060,151
Dolphin Tale 2,Drama|Family,6420,147
Reindeer Games,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,7440,118
A Man Apart,Action|Crime|Drama|Thriller,6540,139
Aloha,Comedy|Drama|Romance,6300,149
Ghosts of Mississippi,Drama|History,7800,129
Snow Falling on Cedars,Drama|Mystery|Romance|Thriller,7620,146
The Rite,Drama|Horror|Mystery|Thriller,6840,122
Gattaca,Drama|Sci-Fi|Thriller,6360,147
Isn't She Great,Biography|Comedy|Romance,5700,116
Space Chimps,Adventure|Animation|Comedy|Family|Sci-Fi,4860,88
Head of State,Comedy,5700,149
The Hangover,Comedy,6480,150
Ip Man 3,Action|Biography|Drama|History,6300,183
Austin Powers: The Spy Who Shagged Me,Action|Adventure|Comedy|Crime,5700,149
Batman,Action|Adventure,7560,130
There Be Dragons,Biography|Drama|War,6120,151
Lethal Weapon 3,Action|Crime|Thriller,7260,142
The Blind Side,Biography|Drama|Sport,7740,150
Rush Hour,Action|Comedy|Crime,2580,152
Spy Kids,Action|Adventure|Comedy|Family|Sci-Fi,5280,138
Horrible Bosses,Comedy|Crime,6360,153
True Grit,Adventure|Drama|Western,6600,149
The Devil Wears Prada,Comedy|Drama|Romance,6540,134
Star Trek: The Motion Picture,Adventure|Mystery|Sci-Fi,8580,152
Identity Thief,Comedy|Crime,7200,150
Cape Fear,Crime|Thriller,7680,154
21,Crime|Drama|Thriller,7380,154
Trainwreck,Comedy|Romance,7740,166
Guess Who,Comedy|Romance,6300,127
The English Patient,Drama|Romance|War,9720,105
L.A. Confidential,Crime|Drama|Mystery|Thriller,8280,136
Sky High,Adventure|Comedy|Family|Sci-Fi,6000,174
In & Out,Comedy,5400,146
Species,Action|Horror|Sci-Fi|Thriller,6480,124
A Nightmare on Elm Street,Horror,6060,156
The Cell,Horror|Sci-Fi|Thriller,6540,147
The Man in the Iron Mask,Action|Adventure,7920,181
Secretariat,Biography|Drama|Family|History|Sport,7380,152
TMNT,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,5220,146
Radio,Biography|Drama|Sport,6540,153
Friends with Benefits,Comedy|Romance,6540,160
Neighbors 2: Sorority Rising,Comedy,5520,153
Saving Mr. Banks,Biography|Comedy|Drama|History|Music,7500,175
Malcolm X,Biography|Drama|History|Romance,12120,168
This Is 40,Comedy,8040,114
Old Dogs,Comedy|Family,5280,146
Underworld: Rise of the Lycans,Action|Adventure|Fantasy|Sci-Fi|Thriller,5520,155
License to Wed,Comedy|Romance,5460,146
The Benchwarmers,Comedy|Romance|Sport,4500,145
Must Love Dogs,Comedy|Romance,5880,143
Donnie Brasco,Biography|Crime|Drama,8820,130
Resident Evil,Action|Horror|Sci-Fi,6000,114
Poltergeist,Fantasy|Horror,7200,161
The Ladykillers,Comedy|Crime|Thriller,6240,149
Max Payne,Action|Crime|Drama|Mystery|Thriller,6180,144
In Time,Action|Sci-Fi|Thriller,6540,148
The Back-up Plan,Comedy|Romance,6240,141
Something Borrowed,Comedy|Drama|Romance,6720,179
Hit the Floor,Drama|Romance,3600,145
Black Knight,Adventure|Comedy|Fantasy,5700,135
The Bad News Bears,Comedy|Drama|Family|Sport,6120,194
Street Fighter,Action|Adventure|Comedy|Thriller,6120,194
The Pianist,Biography|Drama|War,9000,86
From Hell,Horror|Mystery|Thriller,7320,170
The Nativity Story,Drama|Family|Fantasy,6060,146
House of Wax,Horror,6480,134
Closer,Drama|Romance,5880,147
J. Edgar,Biography|Crime|Drama,8220,149
